2100,ZASO,B,100016652,ALMIPRO UNGUENTO 125 GR,NORMAL_0,UN,449,13580,13580,Excluido de IVA,0,0,7701684000128,
2100,ZASO,B,100016653,PASTA AL AGUA 180 GR,NORMAL_1,UN,34,6742,7484,Excluido de IVA,0,9.91,7701684000319,
2100,ZASO,B,100016653,PASTA AL AGUA 180 GR,NORMAL_0,UN,132,7484,7484,Excluido de IVA,0,0,7701684000319,
2100,ZASO,B,100016654,PASTA LASSAR 60 GR SAN JORGE,NORMAL_0,UN,19,6485,7206,Excluido de IVA,0,10.01,7701684000340,
2100,ZASO,B,100016655,PASTA LASSAR 100 GR SAN JORGE,NORMAL_1,UN,25,9553,10615,Excluido de IVA,0,10,7701684000289,
2100,ZASO,B,100016657,ALCOHOL GLICERINADO SAN JORGE 500 ML,NORMAL_1,FCO,1,8172,8172,16% IVA,0,0,7701684000647,
2100,ZASO,B,100017656,CLORHIDROXIDO DE ALUMINIO 125 ML PILI,NORMAL_0,FCO,306,5232,5232,16% IVA,0,0,7701684000258,
2100,ZASO,B,100018186,ALMIPRO UNGUENTO 30 GR,NORMAL_0,UN,471,5356,5356,Excluido de IVA,0,0,7701684000715,
2100,ZASO,B,200023554,JABON AZUFRE PILI 100 GR,NORMAL_0,UN,391,1326,1326,16% IVA,0,0,7701684000043,
2100,ZASO,B,200023560,AGUA DE ROSAS 275 ML PILI,NORMAL_1,FCO,10,5023,5023,16% IVA,0,0,7701684000425,
2100,ZASO,B,200023563,JABON GLICERINA PILI 100 GR,NORMAL,UN,0,2418,2721,16% IVA,0,11.14,7701684000746,
2100,ZASO,B,200023564,JABON CALENDULA PILI 100 GR,NORMAL_0,UN,61,1535,1535,16% IVA,0,0,7701684000067,
2100,ZASO,B,200023565,JABON AVENA PILI 100 GR,NORMAL_0,UN,12,1222,1326,16% IVA,0,7.84,7701684000036,
2100,ZASO,B,200023565,JABON AVENA PILI 100 GR,NORMAL_1,UN,12,1326,1326,16% IVA,0,0,7701684000036,
2100,ZASO,B,200029302,DERMICOX SOLUCION 30 ML,NORMAL_1,FCO,125,10163,10163,Excluido de IVA,0,0,7701684000760,
2100,ZASO,B,200029303,CREMA DE CALENDULA PILI 500 GR,NORMAL,POT,0,18235,17093,16% IVA,0,6.68,7701684000111,
2100,ZASO,B,200029304,LOCION CAPILAR PILI 250 ML,NORMAL_1,FCO,16,8023,8023,16% IVA,0,0,7701684000517,
2100,ZASO,B,200029305,CREMA DE CALENDULA PILI 30 GR,NORMAL_0,POT,119,3558,3558,16% IVA,0,0,7701684000104,
2100,ZASO,B,200029306,LOCION AZUFRADA PILI 125 ML,NORMAL_0,FCO,18,5302,5302,16% IVA,0,0,7701684000661,
2100,ZASO,B,200029307,JABON FACIAL PILI 125 ML,NORMAL_0,FCO,46,5302,5302,16% IVA,0,0,7701684072354,
2100,ZASO,B,200029308,ALMIPRO EMOLIENTE 400 GR,NORMAL_0,FCO,21,10955,10955,16% IVA,0,0,7701684000845,
2100,ZASO,B,200029309,ALMIPRO SYNDET 400 ML,NORMAL_0,FCO,9,10955,10955,16% IVA,0,0,7701684000852,
2100,ZASO,B,200029310,LOCION REFRESCANTE PILI 240 ML,NORMAL_1,FCO,78,5023,5023,16% IVA,0,0,7701684000678,
2100,ZASO,B,200029311,DERMICOX TALCO 90 GRAMOS,NORMAL_0,FCO,22,6070,6070,16% IVA,0,0,7701684000784,
2100,ZASO,B,200029312,CHAMPU ROMERO Y QUINA PILI 250 ML,NORMAL_0,FCO,35,5930,5930,16% IVA,0,0,7701684000210,
2100,ZASO,B,200029313,BALSAMO ROMERO Y QUINA PILI 250 ML,NORMAL_0,FCO,2,5644,5930,16% IVA,0,4.82,7701684055623,
2100,ZASO,B,200029313,BALSAMO ROMERO Y QUINA PILI 250 ML,NORMAL_1,FCO,6,5930,5930,16% IVA,0,0,7701684055623,
2100,ZASO,B,770012537,OBS.FARM.DRO.SAN JORGE DERMICOX SOL.30ML,NORMAL_0,FCO,30,0,0,Excluido de IVA,0,0,7701684000760,
3100,ZASO,B,100016652,ALMIPRO UNGUENTO 125 GR,NORMAL_0,UN,65,10746,13580,Excluido de IVA,0,20.87,7701684000128,
3100,ZASO,B,100016653,PASTA AL AGUA 180 GR,NORMAL,UN,0,6742,7484,Excluido de IVA,0,9.91,7701684000319,
3100,ZASO,B,100016654,PASTA LASSAR 60 GR SAN JORGE,NORMAL_0,UN,6,6485,7206,Excluido de IVA,0,10.01,7701684000340,
3100,ZASO,B,100016655,PASTA LASSAR 100 GR SAN JORGE,NORMAL,UN,0,8940,10615,Excluido de IVA,0,15.78,7701684000289,
3100,ZASO,B,100018186,ALMIPRO UNGUENTO 30 GR,NORMAL_0,UN,38,4295,5356,Excluido de IVA,0,19.81,7701684000715,
